Batch plan id,Batch plan/Process(Parent Job),Sequence,Enabled?,Job group(Sub-job),Date & Start Time,Schedule,Status (Automated/Manual),Active vs Non Active,BP sequence,BP name,BP description,Group dependency,Dependency behavior,Command Name,Selection.description,Selection.ID
500003,Daily Jobs,11,1,Bid Management,17/11/2021 21:02,Evening,Automated,Active,2,Sell For Sale fleet vehicle linked to OEM Nominated RV contract,Bulk processer to sell Fleet Vehicles in status For Sale with persisted confirmed bids of type Purchase Option linked to contract which has an OEM Nominated RV,,3058,SellAndInvoiceBid,Find bid linked to For Sale fleet vehicle for which contract has RV Override set to OEM Nominated,501225
500003,Daily Jobs,21,1,Contract closures,18/11/2021 18:11,Evening,Automated,Active,1,Automatic contract closure,"Sets 'terminated' contracts to 'closed' after a waiting period of minimum 3 months and if they answer specific other conditions like no more pending billing, no open incidents or no pending orders.",,3058,ExecuteFormula,Terminated contracts eligible for closure,100422
500003,Daily Jobs,21,1,Contract closures,18/11/2021 18:12,Evening,Automated,Active,2,Automatic ST contract closure,"Sets 'terminated' ST contracts to 'closed' after a waiting period of minimum 1 month and if they answer specific other conditions like no more pending billing, no open incidents or no pending orders.",,3058,ExecuteFormula,Terminated ST contracts eligible for closure,100485
500003,Daily Jobs,30,1,Broker commission pay out,18/11/2021 19:38,Evening,Automated,Active,1,Generate Commission Billing Items on Contract - on start date,"Generate Commission Billing Items on Contracts - for FML, OEM Plans and TP Plans 

- billing items gets generated on contract activation for upfronts 
- in case of monthly payments, after three months from contract start date",,3057,GenerateCommissionBillingItemsForPayout,Commission payout  on contract activation,500646
500003,Daily Jobs,30,1,Broker commission pay out,18/11/2021 18:12,Evening,Automated,Active,2,Generate Commission Billing Items on Contract - 3 months post contract start date,"Generate Commission Billing Items on Contracts - for FML, OEM Plans and TP Plans 

- billing items gets generated on contract activation for upfronts 
- in case of monthly payments, after three months from contract start date",,3057,GenerateCommissionBillingItemsForPayout,Commission payout 3 months from contract start date,500645
500003,Daily Jobs,30,1,Broker commission pay out,19/11/2021 23:30,Evening,Automated,Active,3,Generate Incoming Invoice for Broker Commission,This BO will look for the billing items which have been generated and whose status will be 'to be invoiced' and the billing ids are passed as an argment to the BO.,,3057,GenerateIncomingInvoiceForBrokerCommission,Generate Incoming Invoice for Broker Commission,500654
500003,Daily Jobs,31,1,Generate Incoming Invoice for subvention and interest,18/11/2021 18:12,Evening,Automated,Active,1,Create and post purchase invoice for subvention and subvention interest,Creates purchase invoices for subvention and interest on subvention,,3058,GenerateIncomingInvoiceForBrokerCommission,Find Subvention and Subvention Interest BI to be invoiced,501227
500003,Daily Jobs,40,1,Cleanup expired quotes,18/11/2021 21:08,Evening,Automated,Active,1,Set quote status expired,Sets the quote status to 'expired' if quote status in group (Validated) or (Waiting) and when the quote expiration date has been reached.,,3058,ExecuteFormula,Select expired quotes,100065
500003,Daily Jobs,41,1,Cleanup obsolete work flow processes,18/11/2021 18:12,Evening,Automated,Active,1,Delete obsolete work flow processes,Removes obsolete work flow processes (completed or aborted processes with no changes since 1 year) to reduce volumes in work flow related database tables and thereby optimize application performance,,3058,PurgeWorkFlow,,
500003,Daily Jobs,42,1,Data mart related jobs,18/11/2021 21:08,Evening,Automated,Active,1,Refresh data mart,Refresh Miles data mart used for reporting and RIA dashboards,,3058,ExecuteConnector,,
500003,Daily Jobs,43,1,Cancel workorders not progressed for 60 Months,18/11/2021 21:08,Evening,Automated,Active,1,Cancel historical work orders did not progress beyond approved,Cancel historical work orders did not progress beyond approved - don't schedule the job yet,,3058,CancelOrder,work orders created/approved and not invoiced for cancellation,501210
500003,Daily Jobs,44,1,Update quote status to Contract Created,18/11/2021 18:12,Evening,Automated,Active,1,Updates quote status to Contract Created,Updates the quote status to Contract Created when a contract (version) has been created from a request/amendment quote.,,3058,UpdateAttribute,Approved quote with resulting contract quote,501251
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,1,Generate Billing items for Profit Sharing - RV,generates profit share billing items for RV if Net Rental exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - RV,501388
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 21:08,Evening,Automated,Active,2,Generate Billing items for Profit Sharing - RM,generates profit share billing items for Repair and Maintenance if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - RM,501400
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,3,Generate Billing items for Profit Sharing - Tyres,generates profit share billing items for Tyres if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - Tyres,501401
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,4,Generate Billing items for Profit Sharing - OEM Service Plan (Shared Risk),generates profit share billing items for OEM Service Plan if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - OEM Service Plan (Shared Risk),501402
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,5,Generate Billing items for Profit Sharing - OEM Maintenance Plan (Shared Risk),generates profit share billing items for OEM Maintenance Plan if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - OEM Maintenance Plan (Shared Risk),501410
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,6,Generate Billing items for Profit Sharing - Service Plan Extension,generates profit share billing items for Service Plan Extension if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - Service Plan Extension,501414
500003,Daily Jobs,45,1,Generate profit share billing items,18/01/2022 17:22,Evening,Automated,Active,7,Generate Billing items for Profit Sharing - Maintenance Plan Extension,generates profit share billing items for Maintenance Plan Extension if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - Maintenance Plan Extension,501413
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 19:38,Evening,Automated,Active,8,Generate Billing items for Profit Sharing - TP Service Plan (Shared Risk),generates profit share billing items for TP Service Plan if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - TP Service Plan (Shared Risk),501411
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 19:38,Evening,Automated,Active,9,Generate Billing items for Profit Sharing - TP Maintenance Plan (Shared Risk),generates profit share billing items for TP Maintenance Plan if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - TP Maintenance Plan (Shared Risk),501412
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 19:38,Evening,Automated,Active,10,Generate Billing items for Profit Sharing - TP Service Plan (OEM Risk),generates profit share billing items for TP Service Plan if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - TP Service Plan (OEM Risk),501491
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,11,Generate Billing items for Profit Sharing - OEM Maintenance Plan (OEM Risk),generates profit share billing items for OEM Maintenance Plan if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - OEM Maintenance Plan (OEM Risk),501494
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,12,Generate Billing items for Profit Sharing - OEM Service Plan (OEM Risk),generates profit share billing items for OEM Service Plan if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - OEM Service Plan (OEM Risk),501493
500003,Daily Jobs,45,1,Generate profit share billing items,18/11/2021 18:12,Evening,Automated,Active,13,Generate Billing items for Profit Sharing - TP Maintenance Plan (OEM Risk),generates profit share billing items for TP Maintenance Plan if exists on contract and profit share is applicable,,3058,GenerateBillingItems,Find contracts for profit sharing billing item generation - TP Maintenance Plan (OEM Risk),501492
500003,Daily Jobs,50,1,CRO Updates,18/11/2021 18:12,On demand (deferred),Automated,Active,1,CRO Locate Customer,,,3058,ExecuteConnector,,
500003,Daily Jobs,50,1,CRO Updates,18/11/2021 12:56,On demand (deferred),Automated,Active,2,CRO Fetch KYC Customer,,,3058,ExecuteConnector,,
500003,Daily Jobs,50,1,CRO Updates,17/12/2021 16:42,On demand (deferred),Automated,Active,3,CRO Fetch Credit Facility,,,3058,ExecuteConnector,,
500003,Daily Jobs,50,1,CRO Updates,16/11/2021 21:21,On demand (deferred),Automated,Active,4,CRO Locate Supplier,,,3058,ExecuteConnector,,
500003,Daily Jobs,50,1,CRO Updates,18/11/2021 19:39,On demand (deferred),Automated,Active,5,CRO Fetch KYC Supplier,,,3058,ExecuteConnector,,
500003,Daily Jobs,99,0,Update contract FA End Date,18/11/2021 20:59,Disabled,Manual,Non Active,1,Update FA End Date on contract - DEPRECATED,"DEPRECATED - NO LONGER REQUIRED - WBSAQA-1405 (Grace Period set to NULL)
This bulk processor will update the FA End Date on those contracts where the FA End Date is not null.
The FA End Date is required to be kept in line with the Miles contract end date when a contract has been (in)formally extended.",,3058,ExecuteFormula,Running and Extended contracts with FA End Date,501653
500004,Loading external vehicle data (DiskDrive File),1,1,Load External Vehicle Data,09/11/2021 20:29,Weekly - Monday,Automated,Active,1,Load External Vehicle Data via DiskDrive,,,3058,ExecuteConnector,,
500004,Loading external vehicle data (DiskDrive File),1,1,Load External Vehicle Data,09/11/2021 20:35,Weekly - Monday,Automated,Active,2,Update OEM Plan Distance,This BO is used to update the OEM plan Kms to '0' when the OEM plan type is - 'NO OEM Plan',,3058,UpdateAttribute,Update OEM Plan Distance,501039
500004,Loading external vehicle data (DiskDrive File),1,1,Load External Vehicle Data,02/11/2020 23:35,Weekly - Monday,Automated,Active,3,Update OEM Plan Term,This BO is used to update the OEM plan term to '0' when the OEM plan type is - 'NO OEM Plan',,3058,UpdateAttribute,Update OEM Plan Distance,501039
500004,Loading external vehicle data (DiskDrive File),1,1,Load External Vehicle Data,20/08/2021 15:07,Weekly - Monday,Automated,Active,4,Update GMV Codes,Update GMV Codes,,3058,ExecuteConnector,,
500004,Loading external vehicle data (DiskDrive File),2,1,Link StereoType to the Catalog Vehicles,09/11/2021 20:37,Weekly - Monday,Automated,Active,1,Assign StereoTypes To Catalog Vehicles,,,3058,AssignStereoTypesToCatalogVehicles,Select Catalog Vehicles,500558
500004,Loading external vehicle data (DiskDrive File),3,1,"Update Trade, List and Retail Prices",19/01/2022 16:36,Weekly - Monday,Automated,Active,1,Load TransUnion Vehicle Pricing Data and Link to Catalog Vehicles,,,3058,ExecuteConnector,,
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,1,Generate maintenance rules on catalog vehicles - 5K,This Bulk Operation is used to generate maintenance rules 5K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 5K,500618
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,2,Generate maintenance rules on catalog vehicles - 7.5K,This Bulk Operation is used to generate maintenance rules 7.5K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 7.5K,501049
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,3,Generate maintenance rules on catalog vehicles - 10K,This Bulk Operation is used to generate maintenance rules 10K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 10K,501050
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,4,Generate maintenance rules on catalog vehicles - 12K,This Bulk Operation is used to generate maintenance rules 12K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 12K,501051
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,5,Generate maintenance rules on catalog vehicles - 12.5K,This Bulk Operation is used to generate maintenance rules 12.5K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 12.5,501052
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,6,Generate maintenance rules on catalog vehicles - 13K,This Bulk Operation is used to generate maintenance rules 13K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 13K,501053
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,6,Generate maintenance rules on catalog vehicles - 13K,This Bulk Operation is used to generate maintenance rules 13K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 13K,501053
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,25/05/2021 16:48,Weekly - Monday,Automated,Active,6,Generate maintenance rules on catalog vehicles - 13K,This Bulk Operation is used to generate maintenance rules 13K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 13K,501053
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,6,Generate maintenance rules on catalog vehicles - 13K,This Bulk Operation is used to generate maintenance rules 13K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 13K,501053
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,7,Generate maintenance rules on catalog vehicles - 15K,This Bulk Operation is used to generate maintenance rules 15K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 15K,501054
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,25/05/2021 16:48,Weekly - Monday,Automated,Active,7,Generate maintenance rules on catalog vehicles - 15K,This Bulk Operation is used to generate maintenance rules 15K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 15K,501054
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,7,Generate maintenance rules on catalog vehicles - 15K,This Bulk Operation is used to generate maintenance rules 15K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 15K,501054
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,7,Generate maintenance rules on catalog vehicles - 15K,This Bulk Operation is used to generate maintenance rules 15K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 15K,501054
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,8,Generate maintenance rules on catalog vehicles - 16K,This Bulk Operation is used to generate maintenance rules 16K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 16K,501055
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,8,Generate maintenance rules on catalog vehicles - 16K,This Bulk Operation is used to generate maintenance rules 16K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 16K,501055
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,25/05/2021 16:51,Weekly - Monday,Automated,Active,8,Generate maintenance rules on catalog vehicles - 16K,This Bulk Operation is used to generate maintenance rules 16K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 16K,501055
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,8,Generate maintenance rules on catalog vehicles - 16K,This Bulk Operation is used to generate maintenance rules 16K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 16K,501055
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,9,Generate maintenance rules on catalog vehicles - 20K,This Bulk Operation is used to generate maintenance rules 16K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 20K,501056
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,25/05/2021 16:51,Weekly - Monday,Automated,Active,9,Generate maintenance rules on catalog vehicles - 20K,This Bulk Operation is used to generate maintenance rules 16K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 20K,501056
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:13,Weekly - Monday,Automated,Active,9,Generate maintenance rules on catalog vehicles - 20K,This Bulk Operation is used to generate maintenance rules 16K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 20K,501056
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,9,Generate maintenance rules on catalog vehicles - 20K,This Bulk Operation is used to generate maintenance rules 16K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 20K,501056
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,10,Generate maintenance rules on catalog vehicles - 24K,This Bulk Operation is used to generate maintenance rules 14K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 24K,501057
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,10,Generate maintenance rules on catalog vehicles - 24K,This Bulk Operation is used to generate maintenance rules 14K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 24K,501057
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,25/05/2021 16:52,Weekly - Monday,Automated,Active,10,Generate maintenance rules on catalog vehicles - 24K,This Bulk Operation is used to generate maintenance rules 14K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 24K,501057
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,10,Generate maintenance rules on catalog vehicles - 24K,This Bulk Operation is used to generate maintenance rules 14K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 24K,501057
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,11,Generate maintenance rules on catalog vehicles - 25K,This Bulk Operation is used to generate maintenance rules 25K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 25K,501058
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,25/05/2021 16:52,Weekly - Monday,Automated,Active,11,Generate maintenance rules on catalog vehicles - 25K,This Bulk Operation is used to generate maintenance rules 25K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 25K,501058
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,11,Generate maintenance rules on catalog vehicles - 25K,This Bulk Operation is used to generate maintenance rules 25K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 25K,501058
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,11,Generate maintenance rules on catalog vehicles - 25K,This Bulk Operation is used to generate maintenance rules 25K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 25K,501058
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,12,Generate maintenance rules on catalog vehicles - 26K,This Bulk Operation is used to generate maintenance rules 26K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 26K,501059
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,12,Generate maintenance rules on catalog vehicles - 26K,This Bulk Operation is used to generate maintenance rules 26K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 26K,501059
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,25/05/2021 16:52,Weekly - Monday,Automated,Active,12,Generate maintenance rules on catalog vehicles - 26K,This Bulk Operation is used to generate maintenance rules 26K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 26K,501059
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,12,Generate maintenance rules on catalog vehicles - 26K,This Bulk Operation is used to generate maintenance rules 26K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 26K,501059
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,13,Generate maintenance rules on catalog vehicles - 30K,This Bulk Operation is used to generate maintenance rules 30K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 30K,501060
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,25/05/2021 16:52,Weekly - Monday,Automated,Active,13,Generate maintenance rules on catalog vehicles - 30K,This Bulk Operation is used to generate maintenance rules 30K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 30K,501060
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,13,Generate maintenance rules on catalog vehicles - 30K,This Bulk Operation is used to generate maintenance rules 30K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 30K,501060
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,13,Generate maintenance rules on catalog vehicles - 30K,This Bulk Operation is used to generate maintenance rules 30K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 30K,501060
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,14,Generate maintenance rules on catalog vehicles - 34K,This Bulk Operation is used to generate maintenance rules 34K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 34K,501061
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,14,Generate maintenance rules on catalog vehicles - 34K,This Bulk Operation is used to generate maintenance rules 34K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 34K,501061
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,25/05/2021 16:54,Weekly - Monday,Automated,Active,14,Generate maintenance rules on catalog vehicles - 34K,This Bulk Operation is used to generate maintenance rules 34K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 34K,501061
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,14,Generate maintenance rules on catalog vehicles - 34K,This Bulk Operation is used to generate maintenance rules 34K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 34K,501061
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,15,Generate maintenance rules on catalog vehicles - 35K,This Bulk Operation is used to generate maintenance rules 35K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 35K,501062
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,25/05/2021 16:55,Weekly - Monday,Automated,Active,15,Generate maintenance rules on catalog vehicles - 35K,This Bulk Operation is used to generate maintenance rules 35K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 35K,501062
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,15,Generate maintenance rules on catalog vehicles - 35K,This Bulk Operation is used to generate maintenance rules 35K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 35K,501062
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,15,Generate maintenance rules on catalog vehicles - 35K,This Bulk Operation is used to generate maintenance rules 35K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 35K,501062
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,27/07/2021 23:47,Weekly - Monday,Automated,Active,16,Generate maintenance rules on catalog vehicles - 40K,This Bulk Operation is used to generate maintenance rules 40K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 40K,501063
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,16,Generate maintenance rules on catalog vehicles - 40K,This Bulk Operation is used to generate maintenance rules 40K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 40K,501063
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,25/05/2021 16:55,Weekly - Monday,Automated,Active,16,Generate maintenance rules on catalog vehicles - 40K,This Bulk Operation is used to generate maintenance rules 40K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 40K,501063
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,16,Generate maintenance rules on catalog vehicles - 40K,This Bulk Operation is used to generate maintenance rules 40K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 40K,501063
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,20/08/2021 15:14,Weekly - Monday,Automated,Active,17,Generate maintenance rules on catalog vehicles - 45K,This Bulk Operation is used to generate maintenance rules 45K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 45K,501064
500004,Loading external vehicle data (DiskDrive File),4,1,Create Service Intervals on Catalog Vehicles,10/07/2021 20:48,Weekly - Monday,Automated,Active,18,Generate maintenance rules on catalog vehicles - 50K,This Bulk Operation is used to generate maintenance rules 50K,,3058,WBSAGenerateMaintenanceIntervals,Catalog vehicles to update Maintenance Rules - 50K,501065
